"FileName";"FileSize";"FileModifyDate";"FileAccessDate";"FileInodeChangeDate";"FilePermissions";"FileType";"FileTypeExtension";"GPSLatitudeRef";"GPSLongitudeRef";"GPSLatitude";"GPSLongitude";"GPSPosition";"Megapixels"
"20210719_110603.jpg";"3890184";"2021:09:21 08:59:38+02:00";"2021:09:28 18:25:41+02:00";"2021:09:26 00:07:31+02:00";"100744";"JPEG";"JPG";"N";"E";"49,4044927997222";"11,3173525997222";"49.4044927997222 11.3173525997222";"12"
"20210719_110616.jpg";"3339403";"2021:09:21 08:59:38+02:00";"2021:09:28 18:25:41+02:00";"2021:09:26 00:07:31+02:00";"100744";"JPEG";"JPG";"N";"E";"49,4047476000000";"11,3177552997222";"49.4047476 11.3177552997222";"12"
"20210719_110701.jpg";"3542813";"2021:09:21 08:59:38+02:00";"2021:09:28 18:25:41+02:00";"2021:09:26 00:07:31+02:00";"100744";"JPEG";"JPG";"N";"E";"49,4047476000000";"11,3177552997222";"49.4047476 11.3177552997222";"12"
"20210719_110706.jpg";"1936219";"2021:09:21 08:59:36+02:00";"2021:09:28 18:25:41+02:00";"2021:09:26 00:07:31+02:00";"100744";"JPEG";"JPG";"N";"E";"49,4044404997222";"11,3172408000000";"49.4044404997222 11.3172408";"12"
"20210719_110720.jpg";"2278378";"2021:09:21 08:59:40+02:00";"2021:09:28 18:25:41+02:00";"2021:09:26 00:07:31+02:00";"100744";"JPEG";"JPG";"N";"E";"49,4044687997222";"11,3175764997222";"49.4044687997222 11.3175764997222";"12"
"20210719_110729.jpg";"2686248";"2021:09:21 08:59:40+02:00";"2021:09:28 18:25:41+02:00";"2021:09:26 00:07:31+02:00";"100744";"JPEG";"JPG";"N";"E";"49,4043895000000";"11,3175070000000";"49.4043895 11.317507";"12"
"20210719_110732.jpg";"3205953";"2021:09:21 08:59:42+02:00";"2021:09:28 18:25:41+02:00";"2021:09:26 00:07:31+02:00";"100744";"JPEG";"JPG";"N";"E";"49,4043895000000";"11,3175070000000";"49.4043895 11.317507";"12"
"20210719_110834.jpg";"3414175";"2021:09:21 08:59:44+02:00";"2021:09:28 18:25:41+02:00";"2021:09:26 00:07:31+02:00";"100744";"JPEG";"JPG";"N";"E";"49,4042865997222";"11,3173925000000";"49.4042865997222 11.3173925";"12"
"20210719_110912.jpg";"3178804";"2021:09:21 08:59:42+02:00";"2021:09:28 18:25:41+02:00";"2021:09:26 00:07:31+02:00";"100744";"JPEG";"JPG";"N";"E";"49,4041667997222";"11,3175211000000";"49.4041667997222 11.3175211";"12"
"20210719_110931.jpg";"4960536";"2021:09:21 08:59:44+02:00";"2021:09:28 18:25:41+02:00";"2021:09:26 00:07:31+02:00";"100744";"JPEG";"JPG";"N";"E";"49,4040454000000";"11,3176471997222";"49.4040454 11.3176471997222";"12"
